recept,ingrediënten,url
Burger met watermeloensalsa,"['4  broodjes', '4  hamburgers', '¼   watermeloen', '1  limoen', 'blaadjes Paarbasilicum', 'Handje sla', '4  plakjes cheddar kaas', '1  avocado', 'peper en zout']",https://www.leukerecepten.nl/recepten/burger-met-watermeloensalsa/
Tagliata van entrecote,"['350 gr entrecote', '50 gr rucola', '250 gr cherrytomaatjes (aan tak)', '75 gr parmezaanse kaas snippers', '1 eetlepel balsamico azijn', '2 eetlepels pijnboompitten (geroosterd)', '2  tenen knoflook', '1/2   citroen (sap)', '2  takjes rozemarijn', 'Snuf peper en zout', '1  pistoletje', 'Olijfolie']",https://www.leukerecepten.nl/recepten/tagliata-van-entrecote/
Gevulde zoete aardappel met pulled chicken,"['2  grote zoete aardappels', '1  kipfilet', '1  ui', '1 teentje knoflook', '1/2  paprika', '2 eetlepels  tomatenpuree', '1  avocado', 'Snufje chilipoeder', 'Snuf peper en zout']",https://www.leukerecepten.nl/recepten/gevulde-zoete-aardappel-met-pulled-chicken/
Gegratineerde wraps met steak,"['300 gr biefstuk', 'Snuf knoflook poeder', 'Snuf paprika poeder', 'Snuf komijn poeder', 'peper en zout', '125 gr cherrytomaatjes', '200 gr kidneybonen', '75 gr mais uit blik', '75 gr geraspte kaas', '125 ml creme fraiche', '1  bosui', '4  wraps']",https://www.leukerecepten.nl/recepten/gegratineerde-wraps-met-steak/
Naanpizza met Garam Masala gehakt,"['350 gr rundergehakt\u2028', '3  naambroden', '1 theelepel garam masala', '3 eetlepels tomatenpuree', '1  aubergine', '1 gr rode ui\u2028', '150 gr cherry tomaat', 'een paar takjes bladpeterselie', '50 gr feta']",https://www.leukerecepten.nl/recepten/naanpizza-garam-masala-gehakt/
Pasta Carbonara met Chorizo,"['200 gr chorizo in blokjes', '15 gr peterselie', '400 gr spagetti', '1  citroen', '3  tenen knoflook', '70 gr parmezaanse kaas', '4 el yoghurt', '1  aubergine', '3  eieren', 'peper en zout', 'in olie om te bakken']",https://www.leukerecepten.nl/recepten/pasta-carbonara-met-chorizo/
Zalm met sesamkorst,"['320  gr zalm', '400 gr courgetti', '5 eetlepels wit sesamzaad', '1 eetlepel zwart sesamzaad', '200 gr cherrytomaat aan tak', 'peper en zout', '3 eetlepels sojasaus', '2 eetlepel olijfolie']",https://www.leukerecepten.nl/recepten/zalm-met-sesamkorst/
Gevulde ananas met rijst en garnalen,"['1  ananas', '170 gr garnalen', '200 gr blokjes wortel', '150 gr basmati rijst', '3  lente uien', '40 gr cashewnoten', '1  chilipeper', '2 eetlepels sojasaus', '1 eetlepel sesamolie', '2 teentjes knoflook (gehakt)']",https://www.leukerecepten.nl/recepten/gevulde-ananas-met-rijst-en-garnalen/
Summer rolls met pulled chicken,"['8  rijstvellen', '6 eetlepels BBQ-saus', '2  kipfilets', '1  bouillonblokje', '75 gr wortel julienne', '1/2  komkommer', '1  mango', '1 eetlepel sesamzaadjes (geroosterd)', 'half bosje munt']",https://www.leukerecepten.nl/recepten/summer-rolls-met-pulled-chicken/
Broodje kip saté,"['4  pistoletjes', '300 gr kipfilet in blokjes', '1  komkommer', '125 gr taugé', '1  rode peper', 'gebakken uitjes', ' 1 portie zelfgemaakte satésaus (of kant en klaar)', 'Boter of olie om te bakken', 'peper en zout']",https://www.leukerecepten.nl/recepten/broodje-kip-sate/
Lente stamppot met rucola,"['1200 gr kruimige aardappels (geschild)', '100 gr rucola', '250 gr  tomaatjes', '250 ml warme melk', 'Klont boter', '100 gr oude kaas (geraspt)', 'Pijnboompitjes (geroosterd)', 'snuf peper en zout', 'snuf nootmuskaat']",https://www.leukerecepten.nl/recepten/lente-stamppot-met-rucola/
Broodje pulled salmon,"['170 gr zalm moot', '2  zachte witte broodjes', '4 eetlepels Griekse yoghurt', '1/2  citroen', '1 eetlepel gehakte peterselie', '100 gr witte kool gesneden', '75 gr wortel julienne', '1  kleine rode ui\u2028', 'peper en zout']",https://www.leukerecepten.nl/recepten/broodje-pulled-salmon/
Sambal goreng telor met boontjes,"['5  eieren', '2  sjalotjes gesnipperd of 1 ui', '3 teentjes knoflook, fijngehakt', '1 cm verse gember, geraspt', '1 theelepel sambal', '1 snuf  laos (of gebruik een stukje verse laos)', '100 ml kokosmelk', '100 ml tomatenblokjes', '1 eetlepel tomatenpuree', 'scheutje water', '300 gr boontjes', '1 theelepel suiker', 'zonnebloemolie om in te bakken']",https://www.leukerecepten.nl/recepten/sambal-goreng-telor-met-boontjes/
Groenteburger met gegrilde zoete aardappel,"['1  courgette', '2  zoete aardappels (middelgroot)', '100 gr geitenkaas', ' 4  groenteburgers (kant en klaar of bv deze linzenburger )', '8 sneetjes brood of 4 broodjes', 'Handje rucola', 'Peper en zout']",https://www.leukerecepten.nl/recepten/groenteburger-met-gegrilde-zoete-aardappel/
Pasta met kip en romige spinazie,"['150 gr pasta', '300 gr spinazie', '150 gr kruiden roomkaas', '1  uitje', 'peper en zout', '2  kleine kipfilets', '2 eetlepels pijnboompitten (geroosterd)']",https://www.leukerecepten.nl/recepten/pasta-met-kip-en-romige-spinazie/
Rendang met gehaktballetjes,"['500 gr rundergehakt', '3 eetlepels paneermeel', '1  ei', 'peper en zout', '1  boemboe rendang', '300 gr rijst', '500 gr Oosterse wokgroenten', '100 gr shiitakes (of champigons)', '3 eetlepels pinda’s (ongezouten)', 'Gebakken uitjes voor de garnering', 'wokolie', 'Kroepoek voor er bij']",https://www.leukerecepten.nl/recepten/rendang-met-gehaktballetjes/
Frisse salade met gerookte kip en peer,"['150 gr romaine sla', '1  gerookte kipfilet', '1  peer', '10  cherrytomaatjes', 'Balsamico creme', '2  volkoren pistolets', '1 teentje knoflook', 'Een scheut olijfolie', 'Een snuf peterselie']",https://www.leukerecepten.nl/recepten/frisse-salade-met-gerookte-kip-en-peer/
Salade met gnocchi en gegrilde groene asperges,"['400 gr gnocchi', '6  groene asperges', '8  radijsjes', '75 gr rucola melange', '50 gr geitenkaas', '4 plakken serranoham', '8  cherrytomaatjes']",https://www.leukerecepten.nl/recepten/salade-met-gnocchi-en-groene-asperges/
Broodje hete kip,"['200 gr kipfilet', '2-3  broodjes', 'paar plakjes  komkommer', '1  kleine rode ui', '1 teentje knoflook', '½   rode paprika', 'een handje  ijsbergsla', '½   rode peper', '1 eetlepel honing', '1 eetlepel mosterd', '1 theelepel paprikapoeder', '2 eetlepel ketjap']",https://www.leukerecepten.nl/recepten/broodje-hete-kip/
Gepaneerde schnitzels,"['2  varkenslapjes/schnitzels', '1  ei', '1  bordje paneermeel', '1  bordje bloem', 'Klontje boter', 'Snuf peper en zout']",https://www.leukerecepten.nl/recepten/gepaneerde-schnitzels/
Spiraal taart met brie,"['5 á 6  plakjes hartig taartdeeg', '1,5  courgette', '1  wortel (winterpeen)', '3  eieren', '1 theelepel tijm\u2028', '1  theelepel oregano', '3  geroosterde paprika’s', '125 ml room', '200 gr brie', 'Snuf peper en zout']",https://www.leukerecepten.nl/recepten/spiraal-taart-met-brie/
Quinoa met pittige garnalen en perzik,"['150 gr quinoa', '10  perzikpartjes ( uit blik)', '100 gr garnalen', '100 gr sperziebonen', '1  ui', '1 teentje knoflook', '½   rode paprika', 'Een handje cashewnoten', 'Snuf cayennepeper', 'Snuf knoflookpoeder', 'Snuf zout', 'Een scheutje olijfolie']",https://www.leukerecepten.nl/recepten/quinoa-met-pittige-garnalen-en-perzik/
Plaattaart met asperges,"['1 rol vers bladerdeeg\u2028', '400 gr  witte asperges (geschild)', '3  eieren', '100  gr smeerbare geitenkaas', '1  rode ui', 'een aantal takjes tijm']",https://www.leukerecepten.nl/recepten/plaattaart-met-asperges/
Sticky kip met boontjes,"['4  kippendijen', '300 gr haricot verts', '1  stengel bosui', '150 gr rijst']",https://www.leukerecepten.nl/recepten/sticky-kip-met-boontjes/
Couscous met perzik en falafel,"['150 gr couscous', '12  balletjes falafel', '½   blokje groentebouillon', '2  perziken', '1  avocado', '½   komkommer', '75 gr feta', 'paar takjes munt', 'citroensap']",https://www.leukerecepten.nl/recepten/couscous-met-perzik-en-falafel/
Kip teriyaki met peultjes,"['½   portie teriyaki saus (of 75 ml teriyakisaus uit flesje)', '2  kipfilets', '1  ui', '200 gr rijst', 'Handje cashewnoten', '200 gr peultjes', '2  bosui', 'Sesamzaadjes']",https://www.leukerecepten.nl/recepten/kip-teriyaki-met-peultjes/
Wrap met kipschnitzel en puntpaprika,"['4  wraps', '2  kipschnitzels', '2  puntpaprika’s', '100 gr ijsbergsla', '1  avocado’s', '100 ml Griekse yoghurt', 'kneepje honing', 'Snufje chili', 'peper en zout']",https://www.leukerecepten.nl/recepten/wrap-kipschnitzel-en-puntpaprika/
Pita met kruidige kipballetjes en wortel,"['4  pitabroodjes', '300 gr kipgehakt', '1 theelepel garam masala', '2 eetlepels paneermeel', '6  wortels (geschild)', 'Handje sla', 'peper en zout', '100 ml Griekse yoghurt', '1 teentje knoflook', '1 eetlepel citroensap', 'Spirelli']",https://www.leukerecepten.nl/recepten/pita-met-kruidige-kipballetjes-en-wortel/
Zoete aardappel met sperziebonen,"['200 gr sperziebonen', '300 gr zoete aardappel', '8  plakken spek', '1  kleine rode ui', '1  teen knoflook', 'Snuf  cayennepeper', 'Scheutje olie']",https://www.leukerecepten.nl/recepten/zoete-aardappel-met-sperziebonen/
Pizza met groene asperges en parmaham,"['Deeg voor 2 pizza’s (Recept pizzadeeg)', '350 gr groene asperges', '200 gr tomatensaus met kruiden', '8  plakken parmaham', 'verse basilicum', 'Handje Parmezaanse kaas']",https://www.leukerecepten.nl/recepten/pizza-met-groene-asperges-en-parmaham/
Karbonade uit de oven met cherrytomaten,"['2  karbonades', '10  cherrytomaatjes aan tak', '450  aardappels', 'Snuf rozemarijn', 'Snuf peper en zout', '1  teen knoflook', 'Scheutje olie', 'Snuf paprikapoeder']",https://www.leukerecepten.nl/recepten/karbonade-uit-de-oven-met-cherrytomaten/
Risotto met courgette en basilicum,"['300 gr risotto rijst', '1  grote courgette', '75 gr parmezaanse kaas', '150 ml witte wijn', '1 liter water', '1,5  blokje groentebouillon', '1  uitje', '1 teentje knoflook', 'Klont boter', '2 eetlepels pijnboompitten (geroosterd)', 'Handje rucola', 'Verse blaadjes basilicum']",https://www.leukerecepten.nl/recepten/risotto-met-courgette-en-basilicum/
Zalm piccata,"['600 gr zalm (4 stukken)', '4 eetlepels bloem', 'peper en zout', 'Klontje boter', '150 ml bouillon', 'Scheut droge wijn', '100 ml room', '1  theelepel maïzena', '1  citroen', '1  knoflook', '1  sjalotje', 'verse peterselie', '1 eetlepel kappertjes']",https://www.leukerecepten.nl/recepten/zalm-piccata/
Pitabroodjes kip gyros,"['6  pitabroodjes (zelfgemaakt of kant en klaar)', '2  kipfilets', '1/2  zakje gyros kruiden (ca. 1 eetlepel)', '250 gr cherrytomaatjes', 'Handje ijsbergsla', '½   komkommer', 'Olie om te bakken', '100 ml Griekse yoghurt', '2 teentjes knoflook', 'Verse munt', 'Peper en zout']",https://www.leukerecepten.nl/recepten/pitabroodjes-kip-gyros/
Ovenschotel met gehakt en bladerdeeg,"['1  rol vers bladerdeeg (of 4 tot 6 plakken uit de vriezer)', '500 gr gehakt', '1  courgette', '1  klein blikje tomatenpuree', 'Snuf  italiaanse kruiden', '250 gr cherrytomaten', '1  ui', '1  knoflook', 'Scheutje  room', 'peper en zout', '1  ei']",https://www.leukerecepten.nl/recepten/ovenschotel-met-gehakt-en-bladerdeeg/
Romige courgiatelle met garnalen,"['2  courgettes', '200 gr garnalen (gepeld)', '200 gr trostomaatjes', '1  avocado', '1 teentje knoflook', '2 el roomkaas (light)', 'Een handje rucola', '2 el pijnboompitten', 'Een scheutje citroensap', 'Een scheut balsamico azijn', 'snuf peper en zout']",https://www.leukerecepten.nl/recepten/romige-courgiatelle-met-garnalen/
Pizza vegetariana,"['Deeg voor 2 pizza’s (Recept pizzadeeg)', '200 ml tomatensaus (met kruiden)', '1  rode ui', '1  paprika', '½   courgette', '75 gr feta', 'Handje geraspte kaas', 'Verse basilicum']",https://www.leukerecepten.nl/recepten/pizza-vegetariana/
Taco’s met bloemkool,"['400 gr bloemkool', '1  rode ui', '½   paprika', '125 ml creme fraiche', ""8  taco's"", '1  avocado', '1  bosui', 'Snuf  paprikapoeder', 'Snuf  cayennepeper', '1  teen knoflook', 'Snuf  komijn', 'peper en zout', 'scheutje olijfolie']",https://www.leukerecepten.nl/recepten/tacos-met-bloemkool/
Marokkaanse stamppot,"['600 gr kruimig aardappel (geschild)', '500 gr wortels', '200 gr kikkererwten uit blik', '125 gr geitenkaas', '1 theelepel ras el hanout kruiden', '2 eetlepels amandel schaafsel', 'Peper en zout', 'Klontje boter', 'Scheutje melk']",https://www.leukerecepten.nl/recepten/marokkaanse-stamppot/
Bloemkool ovenschotel met spekjes,"['800 gr bloemkool', '200 ml melk', '40 gr boter', 'Snuf nootmuskaat', '250 gr spekjes', '50 gr geraspte kaas', '25  grbloem', 'Verse peterselie', '20 gr paneermeel']",https://www.leukerecepten.nl/recepten/bloemkool-ovenschotel-met-spekjes/
Champignon burgers,"['150 gr oesterzwammen', '250 gr kastanje champignons', '75 gr parmezaanse kaas', '2 teentjes knoflook', '1 theelepel italiaanse kruiden', '60 gr paneermeel', '2  eieren', '1  rode ui', '4  bagels', '50 gr rucola', '30 gr Pijnboompitjes', '4 eetlepel mayonaise (truffel)']",https://www.leukerecepten.nl/recepten/champignon-burgers/
Wrap met braadworst uit de oven,"['6  middelgrote wraps', '270 gr braadworst (Catalaans of gekruid)', '2  sjalotjes', '200 gr paddenstoelen', 'Verse peterselie', '1  paprika', '1  klein blikje tomatenpuree', '100 ml tomatenblokjes of 1 verse tomaat', 'Snuf paprikapoeder', 'Handje geraspte kaas']",https://www.leukerecepten.nl/recepten/wrap-met-braadworst-uit-de-oven/
Italiaanse tortelloni salade,"['250 gr verse tortelloni', '200 gr aspergetips', '100 gr serranoham', '150 gr veldsla', '250 gr cherrytomaatjes', 'Handje pijnboompitten']",https://www.leukerecepten.nl/recepten/italiaanse-tortelloni-salade/
Mexicaanse tortilla salade,"['2  tortilla wraps', '3  tomaten', '1  avocado', '150 gr mais', '1/2  kropsla', '2  kipfilets', '1/2 theelepel paprikapoeder', 'olijfolie om mee in te vetten']",https://www.leukerecepten.nl/recepten/mexicaanse-tortilla-salade/
Paprika risotto met gebakken geitenkaas,"['2  grote paprika’s', '250 gr risottorijst', '1  ui', '1  teen knoflook', '150 ml tomatensap', 'peper en zout', 'Klontje boter', 'Snuf chilipeper', '40 gr geraspte kaas', '1 liter warme groentebouillon', '200 gr zachte geitenkaas rondjes', '1  ei', 'bordje bloem', 'Bordje paneermeel', 'olie om te bakken', 'Optioneel: verse tijm']",https://www.leukerecepten.nl/recepten/paprika-risotto-met-gebakken-geitenkaas/
Pita pulled pork met yoghurtsaus,"['320 gr pulled pork (kant en klaar of zelfgemaakt )', '8  pitabroodjes', '1  mango', '1/2  komkommer', '75 gr sla', '2  lente-uitjes', 'paar takjes munt', '3 el magere yoghurt', '3 el mayonaise', 'Snuf  knoflookpoeder', 'Scheutje citroensap']",https://www.leukerecepten.nl/recepten/pita-pulled-pork-met-yoghurtsaus/
Aardappelrösti pizza,"['400 gr geraspte aardappel (vastkokend)', '½ ei', '25 gr bloem', '1  teen knoflook', 'Peper en zout', '5 eetlepels pizzasaus of tomatensaus', '8  tomaatjes', 'Handje rucola', '1  bol mozzarella']",https://www.leukerecepten.nl/recepten/aardappelrosti-pizza/
Andijviestamppot met spek en champignons,"['1 kg aardappels (ongeschild)', '25 gr boter', '150 ml warme melk', 'snuf nootmuskaat', '250 gr andijvie', '250 gr spekjes', '250 gr champignons (in plakjes)', '1  uitje']",https://www.leukerecepten.nl/recepten/andijviestamppot-spek-en-champignons/
Marokkaanse groentestoof,"['1  aubergine', '1  ui', '1  courgette', 'snuf kaneel', '1 theelepel  ras el hanout kruiden', '400 gr tomatenblokjes', '100 gr kikkererwten (uit blik)', '300 gr couscous', 'peper en zout', 'olie om te bakken', '75 gr feta']",https://www.leukerecepten.nl/recepten/marokkaanse-groentestoof/
Spaanse pastasalade,"['50 gr sla', '250 gr farfalle pasta', '250 gr cherrytomaatjes', '2  puntpaprika’s', '225 gr chorizo', '300 gr manchego', '1  rode ui', 'Paar olijven']",https://www.leukerecepten.nl/recepten/spaanse-pastasalade/
Ovenschotel met courgetterolletjes,"['500 ml tomatensaus met basilicum kruiden (passata)', '2  niet al te grote courgettes', '250 gr ricotta', ' 2 eetlepels pesto ( of zelfgemaakte pesto)', 'snuf peper en zout', '70 gr parmaham', '1  ei', '2 eetlepels pijnboompitten', '300 gr spinazie', '75 gr geraspte kaas (mozzarella)']",https://www.leukerecepten.nl/recepten/courgetterolletjes-ovenschotel/
Vegetarisch gehakt burger,"['250 gram rauw vegetarisch gehakt', '2 tl tomatenpuree', 'peper en zout', '1  ei', '2  tomaten', '3  hamburgerbroodjes', '1  avocado', '1  rode ui', 'sla', 'mayonaise', 'ketchup']",https://www.leukerecepten.nl/recepten/vegetarisch-gehakt-burger/
Oosterse pitabroodjes met runderreepjes,"['4  pita broodjes', '250 gr runderreepjes', '4 eetlepels hoisin woksaus', '1  paprika (in reepjes)', '125 gr taugé', '2  bosuien (in ringetjes)', '(wok) olie', 'Sesamzaadjes (ter garnering)', ' Snuf  Zwarte peper ']",https://www.leukerecepten.nl/recepten/oosterse-pitabroodjes-met-runderreepjes/
Snelle goulashsoep met balletjes,"['1  grote ui', '½   winter peen', ""2  paprika's"", '2  runderbouillon tabletten', '1250  ml water', '1  blikje tomatenpuree', 'Snuf komijn', 'snuf paprikapoeder', '1  blaadje laurier', '300 gr aardappel', 'Klontje boter', '2 eetlepels bloem']",https://www.leukerecepten.nl/recepten/snelle-goulashsoep-met-balletjes/
Pastaschotel met bloemkool,"['2  tenen knoflook', '400 gr bloemkool', '160 gr pasta', '60  geraspte oude kaas', '75  cashewnoten', '30 gr paneermeel', '125  creme fraiche', 'peper en zout', 'Snuf komijn', '20 gr boter']",https://www.leukerecepten.nl/recepten/pastaschotel-met-bloemkool/
Stoba (Caribische stoofschotel),"['750 gr runderstooflappen (in blokjes)', '10  gedroogde pruimen', '1  teen knoflook', '1  ui', '1  klein blikje tomaten puree', '½   runderbouillon blokje', '250 ml water', '1  tomaat', '300 gr wortel', 'Paar takjes selderij', 'Snufje kaneel', 'Snuf komijn', 'Snuf zwarte peper', 'Snuf zout', '1 theelepel suiker', '1 eetlepel azijn', '2 eetlepels sojasaus', '1  laurier blad', 'Klontje boter']",https://www.leukerecepten.nl/recepten/stoba-caribische-stoofschotel/
Stamppotje van zoete aardappel en broccoli,"[""2  broccoli's"", '4  zoete aardappels', '100 gr geitenkaas', 'Handje pijnboompitten', 'scheutje melk', '4  kipfilets']",https://www.leukerecepten.nl/recepten/stamppotje-van-zoete-aardappel-en-broccoli/
Salade met gevulde puntpaprika,"['100 gr verse spinazie', '300 gr pasta', '2  puntpaprika’s', '3  bollen mozzarella', '2 eetlepels pesto', '250 gr tomaatjes', '150 gr sla']",https://www.leukerecepten.nl/recepten/salade-gevulde-puntpaprika/
Kip hawaï salade,"['200 gr ijsbergsla', '2  schijven ananas', '50 gr mais', 'Halve rode paprika', '2  kipfilets', '100 gr champignons', 'Snuf paprikapoeder', 'Snuf peper en zout', 'Scheutje olijfolie']",https://www.leukerecepten.nl/recepten/kip-hawai-salade/
Rollade met sjalottensaus,"['1  varkensfiletrollade (500 gr)', '1  grote teen knoflook', '4 blaadjes laurier', 'Paar takjes tijm', 'peper en zout', '50 gr boter', '2  sjalotten', '100 ml room', '100 ml water']",https://www.leukerecepten.nl/recepten/rollade-met-sjalottensaus/
Eend met bimi en sinaasappelsaus,"['4  eendenborsten', '250 ml sinaasappelsap', '1  sinaasappel', '5 eetlepels honing', '250 ml kippenbouillon', 'Maïzena (optioneel)', '400 gr bimi', '500 gr wortel', '4 eetlepels balsamicoazijn', '600 gr aardappelpuree']",https://www.leukerecepten.nl/recepten/eend-met-bimi-en-sinaasappelsaus/
Paddenstoelen ragout,"['2  sjalotten', '400 gr kastanje champignons en paddenstoelen', '50 gr boter', '60 gr bloem', '400 ml bouillon', 'Snufje peper en zout', 'Paar takjes verse peterselie', 'Snufje tijm', '50 ml kookroom', '8  pasteibakjes']",https://www.leukerecepten.nl/recepten/paddenstoelen-ragout/
Gevulde zalm met spinazie,"['4 gr stukken zalm a 160', '200 gr creme fraiche', '1  teen knoflook', '200 gr spinazie', 'Klein bosje bieslook', 'rasp van 1 citroen', '2 eetlepels pijnboompitten', 'Roze peper om te garneren', 'Tuinkers om te garneren']",https://www.leukerecepten.nl/recepten/gevulde-zalm-spinazie/
Kalkoenrolletjes met abrikozen,"['4 gr kalkoenfilets of kalkoenschnitzels a 200', '200 gr spek (16 plakken)', '300 gr roomkaas', '16  gedroogde abrikozen', '2 eetlepels pecannoten', '3  gedroogde vijgen', 'Snuf peper']",https://www.leukerecepten.nl/recepten/kalkoenrolletjes-met-abrikozen/
Rollade met rode ui,"['800 gr varkensfilet rollade', '2  kleine rode uien', '½ theelepel tijm', '2 eetlepels hazelnoten', '1 eetlepel mosterd', '1 teentje knoflook', 'Klont boter', 'peper en zout']",https://www.leukerecepten.nl/recepten/rollade-met-rode-ui/
Paddenstoelenrisotto van parelgort met makreel,"['275 gr parelgort', '300 gr paddenstoelen mix', '1  blokje groentebouillon', '100 gr parmezaanse kaas (geraspt.)', '100 ml kookroom', '250 gr gerookte makreel stukjes', '150 ml witte wijn', '700 ml water', '3  tenen knoflook', '2  slalotjes', '1  citroen', '5 gr verse oregano', '5 gr verse tijm', 'boter om in te bakken.']",https://www.leukerecepten.nl/recepten/paddenstoelenrisotto-parelgort-makreel/
Basisrecept voor pannenkoeken bakken,"['300 gr bloem', '4  eieren', '500 ml melk', 'snufje zout', 'boter om te bakken', 'Optioneel: spek, appel, rozijnen en/of kaas']",https://www.leukerecepten.nl/recepten/luchtige-pannenkoeken/
Quiche met spinazie en brie,"['150 gr spinazie', '75  cashewnoten (ongezouten)', '5  vellen bladerdeeg', '1  kleine courgette', '3  eieren', '75 ml room', 'snuf tijm', '150 gr brie', 'boter om in te vetten']",https://www.leukerecepten.nl/recepten/quiche-met-spinazie-en-brie/
Temaki sushi,"['3  norivellen (in tweeen gesneden of geknipt)', '150 gr sushi rijst', '2 eetlepel sushi azijn', '50 gr blokjes gerookte zalm', '1/2  avocado', '1  lente ui', '1/2  gele paprika', '1 eetlepel zonnebloemolie', '1 theelepel sojasaus', 'Sesamzaadjes ter garnering (zwart of wit, zwarte)']",https://www.leukerecepten.nl/recepten/temaki/
Aardappel spinazie schotel,"['800 gr aardappel schijfjes', '250 gr ham', '400 gr spinazie (vers of uit diepvries)', '2  eieren', '200 ml creme fraiche', 'Scheutje melk', '1  uitje', 'Snuf peper en zout', 'Snuf paprikapoeder', 'Handje geraspte kaas', 'Olie om te bakken']",https://www.leukerecepten.nl/recepten/aardappel-spinazie-schotel/
Visgratin met paprika,"['4 stukken witvis', ""3  paprika's"", '250 ml creme fraiche', '½ eetlepel mosterd', 'Peper en zout', '1  rode ui', '1  teen knoflook', 'Handje geraspte kaas', 'Aardappels voor er bij']",https://www.leukerecepten.nl/recepten/visgratin-met-paprika/
Stroganoff met balletjes,"['500 gr gehakt (half om half)', '1  ei', '3 eetlepels paneermeel', '1 theelepel paprikapoeder (pittig)', '1  teen knoflook', '300 gr rijst', '1  ui', ""2  paprika's"", '250 gr champignons', '1  klein blikje tomatenpuree', '250 ml bouillon', '1 eetlepel maïzena', '125 ml creme fraiche', 'Snuf peper en zout', 'Boter of olie om te bakken', 'Peterselie om te garneren']",https://www.leukerecepten.nl/recepten/stroganoff-met-balletjes/
Wrap met geroosterde kikkererwten,"['4  middelgrote wraps', '310 gr kikkererwten uit blik', '1/2 eetlepel ras el hanout kruiden', '1  snuf chili', 'Scheut olie', '2  avocado’s', '1 eetlepel citroensap', '8  abrikozen of 4 verse of uit blik (gedroogde)', '50 gr feta', '1 in aubergine (blokjes)', '2 eetlepels geschaafde amandel']",https://www.leukerecepten.nl/recepten/wrap-met-geroosterde-kikkererwten/
Winterse burger met rode biet,"['4  broodjes', '500 gr rundergehakt', 'Snuf nootmuskaat', 'Snuf peper en zout', '1  ei', '3 eetlepels paneermeel', '50 gr blauwe kaas / gorgonzola', '1  appel', 'Handje rucola', '8  halve walnoten', '100 gr rode bietjes julienne (of rode kool)', 'Honing mosterd saus']",https://www.leukerecepten.nl/recepten/winterse-burger-met-rode-biet/
Hartige galette met ham,"['125 gr hamblokjes', '100 gr ricotta', '½   aubergine of 1 kleine', '6  cherrytomaatjes', 'Snuf tijm', '110 gr boter (koud)', '200 gr bloem', 'Snuf peper en zout', 'Scheutje water (koud)', '1  ei', 'Handje geraspte kaas', '1 eetlepel paneermeel']",https://www.leukerecepten.nl/recepten/hartige-galette-met-ham/
Pasta met kip en mascarponesaus,"['400 gr kip', '400 gr pasta', '1  ui', '400 gr tomatenblokjes', 'Snuf Italiaanse kruiden', ""2  paprika's"", '4 eetlepels mascarpone', '120 gr salami', 'Peper en zout', 'Optioneel:verse basilicum']",https://www.leukerecepten.nl/recepten/pasta-met-kip-en-mascarponesaus/
Italiaanse boerenkoolstamppot,"['300 gr Boerenkool (fijngesneden)', '500 gr aardappels (kruimig, geschild)', '1  rookworst', '2 eetlepels mascarpone', '1 eetlepel pesto', '1 eetlepel pijnboompitten (geroosterd)', '60 gr gedroogde tomaatjes', 'peper en zout', 'Basilicum voor de garnering']",https://www.leukerecepten.nl/recepten/italiaanse-boerenkoolstamppot/
Kip kiev,"['4  kipfilets', '2  tenen knoflook', '150 gr boter', 'paar takjes peterselie', 'Bordje paneermeel', '3  eieren', 'bordje bloem', 'Prikkertjes', 'Rek of bakplaat voor de oven']",https://www.leukerecepten.nl/recepten/kip-kiev/
Herfstige pasta met geroosterde pompoen,"['150 gram volkoren spaghetti', '600 gram pompoenblokjes', '1/2  ui', '1 theelepel gedroogde peterselie', 'snuf peper en zout', 'Klein scheutje olijfolie', 'Een flinke scheut kookroom', 'Half blokje groentenbouillon', '50 gram rucola', 'Een handje pecannoten', 'Een handje verbrokkelde geitenkaas', '150 gram spekjes']",https://www.leukerecepten.nl/recepten/herfstige-pasta-met-geroosterde-pompoen/
Bietenwrap met zalm,"['300 gr zalm', '5  bieten tortilla wraps (merk: no fairytales of gewone wraps)', '2 a 3   avocado’s', '40 gr waterkers', 'Snuf chili uit de molen', 'snuf peper en zout', '2 eetlepels citroensap', '2  eetlepels Griekse yoghurt']",https://www.leukerecepten.nl/recepten/bietenwrap-met-zalm/
Bloemkoolschotel met kerriesaus,"['600 gr bloemkool in roosjes', '8  plakken spek', '10  tomaatjes', 'peterselie', ' 1  portie kerriesaus', 'Rijst of aardappels voor er bij te serveren']",https://www.leukerecepten.nl/recepten/bloemkoolschotel-met-kerriesaus/
Curry met aardappel en kip,"['1  ui', '1  klein stukje gember', '2  tomaten', '1  potje curry mild a 165 gr (Patak’s)', '350 gr kip', '500 gr aardappel (in grove stukken of krieltjes)', '400 ml kokosmelk', '200 gr verse spinazie']",https://www.leukerecepten.nl/recepten/curry-met-aardappel-en-kip/
Bloemkoolstamppot met krokante vis,"['350 gr witvis', '1 eetlepel citroensap', '1  ei', 'bordje bloem', '30 gr amandelschaafsel', '100 ml kookroom', '1  sjalotje', '1 theelepel kerriepoeder', '400 gr bloemkool', '500 gr kruimige aardappels', 'Klein bosje peterselie', 'peper en zout', 'Klont boter', 'scheutje melk', 'snuf nootmuskaat']",https://www.leukerecepten.nl/recepten/bloemkool-stamppot-met-krokante-vis/
